ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2015-07-02,93.135,25.641666666666666,0.0,255.4,Working Day,True,95.68571265696971,96.66442273662331
2015-07-03,84.486,23.5,0.0,204.0,Non-Working Day,True,80.23062146228355,80.51736419932791
2015-07-04,74.337,21.48958333333333,0.0,155.75000000000003,Non-Working Day,True,74.71557380684037,74.5038339053931
2015-07-05,70.692,20.29652777777778,0.0,127.11666666666666,Non-Working Day,True,71.44274069041501,70.93518276723077
2015-07-06,79.813,20.28888888888889,0.0,126.93333333333332,Working Day,True,79.66289964938798,79.31121286699495
2015-07-07,80.487,20.66458333333333,0.0,135.95000000000002,Working Day,True,80.78748992405089,80.52917946526541
2015-07-08,77.819,20.59375,0.0,134.24999999999997,Working Day,True,80.57545996468745,80.29954435801294
2015-07-09,77.551,20.55208333333333,0.0,133.25,Working Day,True,80.45073645917955,80.16446488315854
2015-07-10,77.618,20.20833333333333,0.0,125.0,Working Day,True,79.42176753873937,79.05005921560978
2015-07-11,74.188,21.70833333333333,0.0,161.0,Non-Working Day,True,75.31565671235491,75.1581558544741
2015-07-12,74.887,23.29583333333333,0.0,199.1,Non-Working Day,True,79.6705440838033,79.90666371351898
2015-07-13,87.895,24.222916666666663,0.0,221.35,Working Day,True,91.43887729442568,92.06496661783102
2015-07-14,87.634,23.262500000000003,0.0,198.3,Working Day,True,88.56400049246855,88.95138472243717
2015-07-15,86.326,22.42916666666667,0.0,178.29999999999998,Working Day,True,86.06953038231052,86.24979522534922
2015-07-16,87.533,22.681249999999995,0.0,184.35,Working Day,True,86.82410759063332,87.0670260482183
2015-07-17,87.836,23.558333333333337,0.0,205.4,Working Day,True,89.44953738157464,89.91044899390339
2015-07-18,74.173,21.972916666666663,0.0,167.34999999999997,Non-Working Day,True,76.04147127426296,75.94957383098156
2015-07-19,85.076,26.0,0.0,263.99999999999994,Non-Working Day,True,87.08871181102117,87.99532933168206
2015-07-20,97.677,25.875,0.0,261.0,Working Day,True,96.38416428781397,97.42086779580795
2015-07-21,92.393,23.55416666666667,0.0,205.3,Working Day,True,89.43706503102386,89.89694104641795
2015-07-22,90.692,23.38333333333334,0.0,201.2,Working Day,True,88.92569865844146,89.34311519951494
2015-07-23,89.53,23.475000000000005,0.0,203.4,Working Day,True,89.20009037055884,89.6402900441946
2015-07-24,94.053,25.337499999999995,0.0,248.1,Working Day,True,94.77523106676205,95.67834257018619
2015-07-25,88.759,25.95833333333333,0.0,262.99999999999994,Non-Working Day,True,86.97441030520888,87.87069657947615
2015-07-26,82.274,24.066666666666663,0.0,217.6,Non-Working Day,True,81.78512194133074,82.21236962932818
2015-07-27,89.502,22.808333333333334,0.0,187.39999999999995,Working Day,True,87.20451428243241,87.47901844652422
2015-07-28,92.792,24.02500000000001,0.0,216.6,Working Day,True,90.84644064326315,91.42333911227267
2015-07-29,93.37,23.827430555555555,0.0,211.8583333333333,Working Day,True,90.2550433546465,90.78283726900473
2015-07-30,96.77,25.649999999999995,0.0,255.6,Working Day,True,95.7106573580713,96.69143863159415
2015-07-31,98.945,25.89375,0.0,261.45000000000005,Working Day,True,96.44028986529253,97.48165355949241
2015-08-01,87.918,23.83333333333334,0.0,212.0,Non-Working Day,True,81.14503350878189,81.51442621697515
2015-08-02,84.104,24.46666666666667,0.0,227.2,Non-Working Day,True,82.88241639712876,83.40884405050485
2015-08-03,94.237,24.579166666666666,0.0,229.90000000000003,Working Day,True,92.50526326651824,93.21989612783615
2015-08-04,97.204,26.67083333333333,0.0,280.1,Working Day,True,98.7663832430149,100.00088576552695
